headline,date,snippet,url
"John Weinberg, Scion of Goldman, Is Retiring",2015-07-07T00:00,"Mr. Weinberg, whose father and grandfather led Goldman Sachs for decades, had his own 32-year career at the firm....",https://www.nytimes.com/2015/07/07/business/dealbook/john-weinberg-scion-of-goldman-is-retiring.html
Conviction of Former Goldman Sachs Programmer Is Overturned,2015-07-07T00:00,The ruling sets the stage for state prosecutors to either appeal the decision or let Sergey Aleynikov’s six-year legal odyssey through the courts come to an end....,https://www.nytimes.com/2015/07/07/business/dealbook/conviction-of-former-goldman-programmer-is-overturned.html
Goldman Sachs Names Karen Cook Investment Banking Chairwoman in London,2015-07-08T00:00,The banker joined Goldman in 1999 as a managing director and head of its investment banking business in Britain....,https://www.nytimes.com/2015/07/08/business/dealbook/goldman-sachs-names-karen-cook-investment-banking-chairman-in-london.html
Perella Weinberg Hires a Senior Goldman Sachs Executive,2015-07-10T00:00,"Bruce Mendelsohn, the head of restructuring for the Americas at Goldman Sachs, will join the boutique bank’s corporate bankruptcy advisory practice....",https://www.nytimes.com/2015/07/10/business/dealbook/perella-weinberg-hires-a-senior-goldman-sachs-executive.html
"Plenty Deserve Blame for Greece’s Woes, but Maybe Not Goldman Sachs",2015-07-14T00:00,"A Goldman Sachs deal with the country has been repeatedly castigated, but the firm was simply going about its normal business....",https://www.nytimes.com/2015/07/14/business/dealbook/plenty-deserve-blame-for-greeces-woes-but-maybe-not-goldman-sachs.html
Litigation Costs Drag Down Goldman Sachs’s Earnings,2015-07-17T00:00,Trading revenue at the Wall Street bank weakened in the second quarter as it faced “uncertainty” in Europe....,https://www.nytimes.com/2015/07/17/business/dealbook/litigation-costs-drag-down-goldman-sachss-earnings.html
Alibaba Names Former Goldman Sachs Executive as President,2015-08-05T00:00,"J. Michael Evans, once seen as a potential candidate to be Goldman’s chief executive, will help the Chinese e-commerce giant expand abroad....",https://www.nytimes.com/2015/08/05/business/dealbook/alibaba-names-former-goldman-sachs-executive-as-president.html
A Fake Goldman Sachs Underlines a Real Chinese Strength,2015-08-28T00:00,"The investment bank joins a long list of counterfeits that includes Apple stores and British villages. They’re easy to mock, but they show an ingenuity and pluck that could be powerful....",https://www.nytimes.com/2015/08/28/business/dealbook/a-fake-goldman-sachs-underlines-a-real-chinese-strength.html
Barclays Sells Loan Portfolio to Investor Group Led by Goldman Sachs,2015-09-08T00:00,The sale of its secured lending business in Britain is the latest divestiture of a noncore business as part of the lender’s overhaul....,https://www.nytimes.com/2015/09/08/business/international/barclays-sells-loan-portfolio-to-investor-group-led-by-goldman-sachs.html
Wall Street Banks Reach Deal With Regulators on Data Retention,2015-09-15T00:00,"Deutsche Bank, Goldman Sachs, Credit Suisse and Bank of New York Mellon will keep communications that could be used to track evidence of rigging schemes among traders....",https://www.nytimes.com/2015/09/15/business/dealbook/wall-street-banks-reach-deal-with-regulators-on-data-retention.html
"Lloyd Blankfein, Goldman Sachs C.E.O., Has Lymphoma",2015-09-23T00:00,Mr. Blankfein said in a letter to shareholders and employees that he had a “highly curable” form of cancer....,https://www.nytimes.com/2015/09/23/business/dealbook/goldman-ceo-lloyd-blankfein-has-lymphoma.html
"For Goldman, Success in Social Impact Bond That Aids Schoolchildren",2015-10-08T00:00,The State of Utah paid Goldman Sachs after the firm paid preschool costs for pupils who had been expected to need special education services....,https://www.nytimes.com/2015/10/08/business/for-goldman-success-in-social-impact-bond-that-aids-schoolchildren.html
Morgan Stanley Deal Maker to Join BDT &amp; Co.,2015-10-16T00:00,"Jim Head, a co-chief of Morgan Stanley’s mergers and acquisitions for the Americas, is leaving for the firm founded by Byron Trott, formerly of Goldman Sachs....",https://www.nytimes.com/2015/10/16/business/dealbook/morgan-stanley-deal-maker-to-join-bdt-co.html
Slump in Trading Hurts Goldman Sachs Earnings,2015-10-16T00:00,The Wall Street company reported third-quarter declines in both revenue and profit that were sharper than expected....,https://www.nytimes.com/2015/10/16/business/dealbook/slump-in-trading-hurts-goldman-sachs.html
Goldman Sachs Fires 20 Junior Employees Accused of Test Cheating,2015-10-17T00:00,"The 20 analysts worked in the firm’s securities division, which houses its trading operations, in New York and in London,...",https://www.nytimes.com/2015/10/17/business/dealbook/goldman-sachs-fires-20-junior-employees-accused-of-test-cheating.html
Timeline: The Rise and Fall and Rise of John Thain,2015-10-22T00:00,"After guiding CIT’s transformation into more of commercial bank, the former Goldman Sachs executive will apparently be stepping down on a high note....",https://www.nytimes.com/2015/10/22/business/dealbook/the-rise-and-fall-and-rise-of-john-thain.html
Ex-Goldman Banker and Fed Employee Will Plead Guilty in Document Leak,2015-10-27T00:00,"A former Goldman Sachs banker admitted his guilt in taking confidential documents from an employee at the Federal Reserve Bank of New York, who also agreed to plead guilty....",https://www.nytimes.com/2015/10/27/business/dealbook/criminal-charges-and-50-million-fine-expected-in-goldman-new-york-fed-case.html
Goldman to Pay $50 Million Penalty Over Leak From Fed,2015-10-29T00:00,Goldman Sachs took the rare step of admitting to a failure to supervise an employee who obtained confidential documents....,https://www.nytimes.com/2015/10/29/business/dealbook/goldman-in-settlement-over-document-leak.html
Success Metrics Questioned in School Program Funded by Goldman,2015-11-04T00:00,Early-education experts are questioning the metrics used to measure the success of a public-private preschool program in Utah in which Goldman Sachs has invested....,https://www.nytimes.com/2015/11/04/business/dealbook/did-goldman-make-the-grade.html
Gary Cohn Says Goldman Sachs Will Adapt to Survive,2015-11-04T00:00,"Mr. Cohn, the company’s president, said Goldman Sachs had evolved from private partnership to bank holding company and would find new ways to work in the shifting environment....",https://www.nytimes.com/2015/11/04/business/dealbook/gary-cohn-says-goldman-sachs-will-adapt-to-survive.html
Goldman Sachs Rolls Out New Policies to Retain Junior Bankers,2015-11-06T00:00,"With moves like accelerating promotions and minimizing busy work, the company is trying to entice young employees to stay for the long haul....",https://www.nytimes.com/2015/11/06/business/dealbook/goldman-sachs-rolls-out-new-policies-to-retain-junior-bankers.html
Valeant&#8217;s Chief Forced to Sell Company Shares He Pledged Against Loans,2015-11-07T00:00,"Valeant Pharmaceuticals disclosed that Goldman Sachs sold nearly 1.3 million shares in the drug maker, which were being held as collateral for a loan extended to Valeant’s chief executive....",https://www.nytimes.com/2015/11/07/business/dealbook/valeants-chief-forced-to-sell-company-shares-he-pledged-against-loans.html
"Neel Kashkari, Ex-Treasury Official, Named Minneapolis Fed President",2015-11-11T00:00,"Neel Kashkari is the third new president of a regional reserve bank named this year, and all three previously worked at Goldman Sachs....",https://www.nytimes.com/2015/11/11/business/ex-treasury-official-kashkari-named-minneapolis-fed-president.html
Goldman Sachs Names 425 New Managing Directors,2015-11-13T00:00,"Nearly one-third of the newly promoted employees are millennials, and one-quarter are women....",https://www.nytimes.com/2015/11/13/business/dealbook/goldman-sachs-names-425-new-managing-directors.html
Warren Buffett Sells Goldman Sachs and Walmart Shares,2015-11-17T00:00,Mr. Buffett said he reduced Berkshire Hathaway’s stakes to generate cash for his $32 billion acquisition of Precision Castparts....,https://www.nytimes.com/2015/11/17/business/buffett-sells-goldman-sachs-and-walmart-shares.html
Goldman Sachs Casts Focus on Millennial Women,2015-11-18T00:00,"The bank, along with Teen Vogue magazine, has published its third-annual survey of millennial women’s fashion and beauty brand loyalties....",https://www.nytimes.com/2015/11/18/business/dealbook/goldman-sachs-casts-focus-onmillennial-women.html
Goldman Sachs Names a Third M.&amp;.A. Co-Chairman,2015-12-16T00:00,"In a strong year for deals, John Vaske joins Tim Ingrassia and Paul Parker as heads of the firm’s global merger advising business....",https://www.nytimes.com/2015/12/16/business/dealbook/goldman-names-a-new-ma-co-chairman.html
Goldman Sachs Names 3 to Management Committee,2015-12-22T00:00,"Gregg Lemkau, Marc Nachmann and Jim Esposito join the group of executives who lead Goldman’s various operations....",https://www.nytimes.com/2015/12/22/business/dealbook/goldman-sachs-names-3-to-management-committee.html
