20140106†10:00AM UTC,"Smithers Pira to Feature Microsoft, Waste Management, The Coca-Cola Company and Many Others at 8th Annual Sustainability in Packaging Conference and Exhibition",http://www.reuters.com/article/2014/01/06/me-smithers-pira-idUSnBw065337a+100+BSW20140106,
20140107†2:00PM UTC,Copa Coca-Cola Gives Teens the Soccer Opportunity of a Lifetime,http://www.reuters.com/article/2014/01/07/ga-the-coca-cola-company-idUSnBw076519a+100+BSW20140107,
20140108†4:05PM UTC,"Coca-Cola Enterprises, Inc. to Webcast Fourth-Quarter 2013 Earnings Conference Call",http://www.reuters.com/article/2014/01/08/ga-coca-cola-enterprises-idUSnBw086576a+100+BSW20140108,
20140108†4:05PM UTC,"Coca-Cola Enterprises, Inc. to Webcast Fourth-Quarter 2013 Earnings Conference Call",http://www.reuters.com/article/2014/01/08/ga-coca-cola-enterprises-idUSnBw086555a+100+BSW20140108,
20140110†3:10PM UTC,U.S. high court agrees to hear Coca-Cola labeling dispute,http://www.reuters.com/article/2014/01/10/us-usa-court-labeling-idUSBREA0914R20140110,
20140110†3:07PM UTC,U.S. high court agrees to hear Coca-Cola labeling dispute,http://www.reuters.com/article/2014/01/10/usa-court-labeling-idUSL1N0CE7L120140110,
20140113†9:14PM UTC,Coca-Cola FEMSA Reopens Senior Notes and Issues US$350 Million in the International Capital Markets,http://www.reuters.com/article/2014/01/14/idUSnMKWBGnqQa+1f2+MKW20140114,
20140113†9:00AM UTC,The Coca-Cola Company Announces Timing of Earnings Release and Investor Conference Call,http://www.reuters.com/article/2014/01/13/ga-the-coca-cola-company-idUSnBw135903a+100+BSW20140113,
20140114†10:28AM UTC,"Coca-Cola, HP, Xeikon, RockTenn, Anheuser-Busch InBev and Karstedt Partners Advising Smithers Pira on 3rd US Digital Print for Packaging Conference",http://www.reuters.com/article/2014/01/14/me-smithers-pira-idUSnBw146142a+100+BSW20140114,
20140114†9:30AM UTC,"Waddell & Reed Financial, Rayonier, Pepsi, Mondelez International and Coca-Cola highlighted as Zacks Bull and Bear of the Day",http://www.reuters.com/article/2014/01/14/il-zacks-investment-idUSnPnCGk0ykT+161+PRN20140114,
20140114†8:00AM UTC,"Early Morning Technical Insight: Coca-Cola, Pepsico, Monster Beverage, and Dr Pepper Snapple Group",http://www.reuters.com/article/2014/01/14/bc-aaa-idUSnPn88fNhn+84+PRN20140114,
20140115†9:15AM UTC,Steve & Marjorie Harvey Foundation Partners with Coca-Cola to Pay It Forward to the Next Generation of Leaders,http://www.reuters.com/article/2014/01/15/ga-the-coca-cola-company-idUSnBw155596a+100+BSW20140115,
20140116†1:00PM UTC,Domino's Pizza¬Æ Signs Multi-Year Beverage Supplier Agreement with The Coca-Cola Company¬Æ,http://www.reuters.com/article/2014/01/16/mi-dominos-coca-cola-idUSnPnDEkK7t0+168+PRN20140116,
20140116†8:00AM UTC,"Acquisitions, Upcoming Conferences, Preliminary Results, and Stock Price Movements-Research Report on Beam, Coca-Cola, SodaStream, AB InBev, and Molson Coors",http://www.reuters.com/article/2014/01/16/bc-ac-idUSnPn8d1Jhn+84+PRN20140116,
20140121†1:00PM UTC,The Coca-Cola Company to Present at Consumer Analyst Group of New York Conference,http://www.reuters.com/article/2014/01/21/ga-the-coca-cola-company-idUSnBw215532a+100+BSW20140121,
20140121†9:00AM UTC,The Coca-Cola Company Announces World Economic Forum‚Äôs ‚ÄúGlobal Shapers‚Äù Grant Challenge Winners,http://www.reuters.com/article/2014/01/21/ga-the-coca-cola-company-idUSnBw215654a+100+BSW20140121,
20140122†9:00AM UTC,"Coca-Cola Installs 1 Millionth HFC-Free Cooler Globally, Preventing 5.25MM Metrics Tons of CO2",http://www.reuters.com/article/2014/01/22/ny-the-coca-cola-company-idUSnBw225532a+100+BSW20140122,
20140123†9:30AM UTC,"The Zacks Analyst Blog Highlights:Netflix, Apple, Mondelez International, PepsiCo and Coca-Cola",http://www.reuters.com/article/2014/01/23/il-zacks-investments-idUSnPnCGm1YkT+165+PRN20140123,
20140124†8:04PM UTC,"Coca-Cola laptop theft could have compromised info for 74,000: WSJ",http://www.reuters.com/article/2014/01/25/us-cocacola-theft-idUSBREA0O01T20140125,
20140124†8:02PM UTC,"Coca-Cola laptop theft could have compromised info for 74,000 -WSJ",http://www.reuters.com/article/2014/01/25/cocacola-theft-idUSL2N0KZ01F20140125,
20140127†4:45PM UTC,"Coca-Cola Enterprises, Inc. Will Present at CAGNY and CAGE Conferences",http://www.reuters.com/article/2014/01/27/ga-coca-cola-enterprises-idUSnBw276402a+100+BSW20140127,
20140127†4:45PM UTC,"Coca-Cola Enterprises, Inc. Will Present at CAGNY and CAGE Conferences",http://www.reuters.com/article/2014/01/27/ga-coca-cola-enterprises-idUSnBw276399a+100+BSW20140127,
20140127†3:59PM UTC,Coca-Cola Marks Underdog‚Äôs Crowning Moment in New Big Game Ad,http://www.reuters.com/article/2014/01/27/ga-the-coca-cola-company-idUSnBw276358a+100+BSW20140127,
20140202†7:54PM UTC,America is Beautiful and Coca-Cola is for Everyone,http://www.reuters.com/article/2014/02/03/ga-coca-cola-company-idUSnBw025070a+100+BSW20140203,
20140204†5:00PM UTC,Coca-Cola FEMSA Fourth Quarter 2013 Conference Call,http://www.reuters.com/article/2014/02/04/idUSnMKW3k8fTa+1c2+MKW20140204,
20140204†11:23AM UTC,Leading Multicultural Marketing Agency Gravity Media Invites the Coca-Cola Ad Haters to Their Office,http://www.reuters.com/article/2014/02/04/ny-gravity-media-idUSnBw046291a+100+BSW20140204,
