20140310†8:00AM UTC,Starbucks Opens First Store in Downtown Disney District,http://www.reuters.com/article/2014/03/10/wa-starbucks-coffee-co-idUSnBw105351a+100+BSW20140310,,,,,,
20140311†5:07PM UTC,Disney TV executive Sweeney to leave company in January,http://www.reuters.com/article/2014/03/11/us-disney-sweeney-idUSBREA2A1P220140311,,,,,,
20140311†5:05PM UTC,UPDATE 2-Disney TV executive Sweeney to leave company in January,http://www.reuters.com/article/2014/03/11/disney-sweeney-idUSL2N0M81R820140311,,,,,,
20140311†4:55PM UTC,Disney in talks to buy YouTube network Maker Studios: report,http://www.reuters.com/article/2014/03/11/us-disney-maker-idUSBREA2A1U220140311,,,,,,
20140311†4:54PM UTC,CORRECTED-Disney in talks to buy YouTube network Maker Studios -report,http://www.reuters.com/article/2014/03/11/disney-maker-idUSL2N0M81Z920140311,,,,,,
20140311†3:13PM UTC,Disney TV executive Sweeney to leave company in January 2015,http://www.reuters.com/article/2014/03/11/disney-sweeney-idUSL2N0M81Q420140311,,,,,,
20140311†2:27PM UTC,Birds Eye¬Æ Vegetables Teams Up with Disney to Promote Healthy Eating Directly to Kids,http://www.reuters.com/article/2014/03/11/birdseye-disney-team-idUSnPnNEz22wr+160+PRN20140311,,,,,,
20140311†1:30PM UTC,The Walt Disney Company to Webcast Its Annual Meeting of Shareholders,http://www.reuters.com/article/2014/03/11/ca-walt-disney-company-idUSnBw115881a+100+BSW20140311,,,,,,
20140311†9:30AM UTC,"The Zacks Analyst Blog Highlights: Jack in the Box, Comcast, Lowe's, Walt Disney and Time Warner Cable",http://www.reuters.com/article/2014/03/11/zacks-analyst-blog-idUSnPnCGyTMkT+16d+PRN20140311,,,,,,
20140311†9:17AM UTC,Yoplait¬Æ Go-GURT¬Æ Celebrates The Muppets' World Tour in Disney's Muppets Most Wanted,http://www.reuters.com/article/2014/03/11/genmillsgogurtmuppets-idUSnPnMMyLlkD+169+PRN20140311,,,,,,
20140312†9:00AM UTC,"The Extraordinary, Untold True Story of the Origins of a Disney Classic Arrives on Blu-ray‚Ñ¢ + Digital Copy, DVD, Digital HD, On-Demand and Disney Movies Anywhere on March 18th Starring Tom Hanks and Emma Thompson",http://www.reuters.com/article/2014/03/12/waltdisneysavingbanks-idUSnPnMMyPhkj+168+PRN20140312,,,,,,
20140312†8:01AM UTC,"Recognitions, Financial Reports, Conference Participation, Public Offer Updates, and Senior Notes Ratings - Analyst Notes on Walt Disney, WWE, Liberty Interactive, Liberty Global, and Regal",http://www.reuters.com/article/2014/03/12/bc-a-idUSnPnqbXKhn+8c+PRN20140312,,,,,,
20140312†7:21AM UTC,Disney TV executive Sweeney to leave company in January,http://www.reuters.com/article/2014/03/12/us-disney-sweeney-idUSBREA2A1P220140312,,,,,,
20140205†7:28PM UTC,Disney shares jump as film hit 'Frozen' heats up profit,http://www.reuters.com/article/2014/02/06/us-disney-results-idUSBREA1420F20140206,,,,,,
20140205†7:16PM UTC,UPDATE 3-Disney shares jump as film hit 'Frozen' heats up profit,http://www.reuters.com/article/2014/02/06/disney-results-idUSL2N0LA1YQ20140206,,,,,,
20140205†6:16PM UTC,"Disney profit beats forecasts with ESPN, 'Frozen'",http://www.reuters.com/article/2014/02/05/us-disney-results-idUSBREA1420F20140205,,,,,,
20140205†6:16PM UTC,Disney expects second-quarter loss at interactive unit - CFO,http://www.reuters.com/article/2014/02/05/us-disney-results-interactive-idUSBREA1427K20140205,,,,,,
20140205†6:14PM UTC,Disney expects 2nd-qtr loss at interactive unit - CFO,http://www.reuters.com/article/2014/02/05/disney-results-interactive-idUSL2N0LA23Q20140205,,,,,,
20140205†4:51PM UTC,"UPDATE 2-Disney profit beats forecasts with ESPN, 'Frozen'",http://www.reuters.com/article/2014/02/05/disney-results-idUSL2N0LA1YQ20140205,,,,,,
20140205†4:26PM UTC,RNN Names Disney/Conde Nast Veteran Jeffrey L. Thompson to Helm New West Coast Operation,http://www.reuters.com/article/2014/02/05/ny-rnn-idUSnBw056469a+100+BSW20140205,,,,,,
20140205†4:21PM UTC,"Disney earnings rise on ESPN growth, 'Frozen'",http://www.reuters.com/article/2014/02/05/disney-results-idUSL2N0L922520140205,,,,,,
20140205†4:15PM UTC,The Walt Disney Company Reports First Quarter Earnings for Fiscal 2014,http://www.reuters.com/article/2014/02/05/ca-walt-disney-company-idUSnBw056424a+100+BSW20140205,,,,,,
20140313†10:15PM UTC,"The All-New 2014 Toyota Highlander was Red Carpet Ready at Disney's Muppets Most Wanted"" World Premiere""",http://www.reuters.com/article/2014/03/14/ca-toyota-highlander-idUSnPnMMzNqPB+16b+PRN20140314,,,,,,
20140313†8:15PM UTC,Disney faces latest investor proposal to nominate directors,http://www.reuters.com/article/2014/03/14/us-disney-proxy-idUSBREA2D00X20140314,,,,,,
20140313†8:12PM UTC,Disney faces latest investor proposal to nominate directors,http://www.reuters.com/article/2014/03/14/disney-proxy-idUSL2N0M801A20140314,,,,,,
20140313†9:53AM UTC,"The Zacks Analyst Blog Highlights: Coca-Cola, Twitter, Pepsico, Walt Disney and Apple",http://www.reuters.com/article/2014/03/13/zacks-analyst-blog-idUSnPnCGzB2lk+168+PRN20140313,,,,,,
20140331†5:14PM UTC,CORRECTING and REPLACING CAPTIONS Photos of Disney Channel Star G Hannelius Shooting a Promo for the Upcoming Disney Magical World Video Game from Nintendo Are Available on Business Wire's Website and AP PhotoExpress,http://www.reuters.com/article/2014/03/31/cqn-ca-nintendo-idUSnBw315362a+100+BSW20140331,,,,,,
20140331†8:41AM UTC,Disney's 'Frozen' becomes top-grossing animated film ever,http://www.reuters.com/article/2014/03/31/us-boxoffice-frozen-idUSBREA2U00N20140331,,,,,,
20140506†7:26PM UTC,Disney beats forecasts as 'Frozen' fuels earnings,http://www.reuters.com/article/2014/05/06/us-disney-results-idUSBREA450UU20140506,,,,,,
20140506†7:21PM UTC,UPDATE 3-Disney beats forecasts as 'Frozen' fuels earnings,http://www.reuters.com/article/2014/05/06/disney-results-idUSL2N0NS1UI20140506,,,,,,
20140506†4:22PM UTC,'Frozen' movie lifts Disney quarterly earnings,http://www.reuters.com/article/2014/05/06/disney-results-idUSL2N0NR1K920140506,,,,,,
20140506†4:15PM UTC,The Walt Disney Company Reports Second Quarter and Six Month Earnings for Fiscal 2014,http://www.reuters.com/article/2014/05/06/ca-walt-disney-company-idUSnBw066955a+100+BSW20140506,,,,,,
20140506†6:31PM UTC,"Alibaba prepares IPO, Disney beats; Twitter whacked",http://www.reuters.com/news/video/videoStory?storyID=84924822,,,,,,
20140611†4:01PM UTC,"Walt Disney Studios Motion Pictures, Marvel Studios, Dolby¬Æ Laboratories and Visa Signature Join Forces to Find GUARDIANS OF GOOD ‚Äî Real ‚ÄúGuardians of the Galaxy‚Äù Who Better Their Communities Through Service, Science",http://www.reuters.com/article/2014/06/11/ca-disney-guardians-idUSnBw116471a+100+BSW20140611,,,,,,
20140611†9:00AM UTC,Zombies Camp Out on Disney XD for Bunks Premiere on June 16,http://www.reuters.com/article/2014/06/11/ca-fremantlemedia-bunks-idUSnBw115338a+100+BSW20140611,,,,,,
20140804†9:54AM UTC,"Euro Disney S.C.A.: Philippe Gas Named General Manager of Shanghai Disney Resort; Tom Wolber, From Walt Disney World Resort, Replacing Him at Euro Disney",http://www.reuters.com/article/2014/08/04/idUSnMKW7g7vba+1c0+MKW20140804,,,,,,
20140804†9:00AM UTC,Hurray! Four Seasons Resort Orlando at Walt Disney World Resort is Now Open,http://www.reuters.com/article/2014/08/04/fl-fourseasonsdisney-idUSnPn5RZ4LK+9b+PRN20140804,,,,,,
20140804†9:00AM UTC,"Amazon Fire TV Selection Continues to Grow: New Services Include WATCH Disney Channel, MLB.TV, NFL Now, A&E; Channel, and More",http://www.reuters.com/article/2014/08/04/wa-amazon-idUSnBw045274a+100+BSW20140804,,,,,,
